COD_UNIC,EAN,Name,Brand,Price,Stock,ProductURL,ImageURL,LastSeen,MissingCount
369906,6942007650908,"Cablu Audio USB-C - 3.5mm HOCO UPA32B, 1m, Negru ",HOCO,8.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-audio-usb-c-3-5mm-hoco-upa32b-1m-negru,https://img.gsmnet.ro/600x600/products/231930/cablu-audio-usb-c-1-1763045439.png,2026-07-17 02:41:26,9
369964,6942007663694,"Boxa Portabila Bluetooth HOCO HC32, 2 x 10W, TWS, RGB, Bleumarin ",HOCO,83.99,0,https://www.gsmnet.ro/gadgeturi-boxe-bluetooth/boxa-portabila-bluetooth-hoco-hc32-2-x-10w-tws-rgb-bleumarin,https://img.gsmnet.ro/600x600/products/231990/boxa-portabila-bluetooth-hoco-2-1763039952.png,2026-07-18 02:32:25,5
370564,6920680860418,"Cablu Date si Incarcare USB-C - USB-C XO Design NB-Q282B, 60W, 1m, Negru ",XO Design,10.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-c-usb-c-xo-design-nb-q282b-60w-1m-negru,https://img.gsmnet.ro/600x600/products/232593/cablu-date-incarcare-1-1763972893.jpg,2026-07-17 02:41:26,9
370565,6920680860425,"Cablu Date si Incarcare USB-C - USB-C XO Design NB-Q282B, 60W, 1m, Alb ",XO Design,9.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-c-usb-c-xo-design-nb-q282b-60w-1m-alb,https://img.gsmnet.ro/600x600/products/232594/cablu-date-incarcare-1-1763972427.jpg,2026-07-17 02:41:26,9
370998,740617332827,"Memorie RAM Kingston, DDR5, 16GB, 5600Mhz KVR56U46BS8-16 ",Kingston,1120.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-memorii-ram/memorie-ram-kingston-ddr5-16gb-5600mhz-kvr56u46bs8-16,https://img.gsmnet.ro/600x600/products/233027/memorie-ram-kingston-ddr5-1-1764937622.jpg,2026-07-17 02:41:26,9
371444,5906302330157,"Husa MagSafe pentru Apple iPhone 17 Pro, Tech-Protect, Silicone, Neagra ",Tech-Protect,35.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-magsafe-pentru-apple-iphone-17-pro-tech-protect-silicone-neagra,https://img.gsmnet.ro/600x600/products/233473/husa-magsafe-pentru-apple-1-1765458638.jpg,2026-07-18 02:32:25,5
373822,5906721173298,"Cablu Alimentare OEM, 2Pini, 1.5m, Negru ",OEM,9.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-incarcatoare-adaptori/cablu-alimentare-oem-2pini-1-5m-negru,https://img.gsmnet.ro/600x600/products/235851/cablu-alimentare-oem-2pini-1-1768838558.png,2026-07-17 02:41:26,9
374124,6920680855995,"Cablu Date si Incarcare USB-C - USB-C XO Design NB-Q264A, 240W, 1m, Negru ",XO Design,14.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-c-usb-c-xo-design-nb-q264a-240w-1m-negru,https://img.gsmnet.ro/600x600/products/236153/cablu-date-incarcare-7-1768809280.jpeg,2026-07-17 02:41:26,9
374318,6942007612043,"Baterie Externa HOCO J123, 10000mAh, 10W, 2 x USB-A, Neagra ",HOCO,44.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-baterii-externe/baterie-externa-hoco-j123-10000mah-10w-2-x-usb-a-neagra,https://img.gsmnet.ro/600x600/products/236352/baterie-externa-hoco-j123-1-1769009897.jpeg,2026-07-17 02:41:26,9
374750,6974370801724,"Surubelnita HOTO QWLSD013, 5in1, Neagra ",HOTO,37.99,0,https://www.gsmnet.ro/aparatura-instrumente-service-surubelnite/surubelnita-hoto-qwlsd013-5in1-neagra,https://img.gsmnet.ro/600x600/products/236784/surubelnita-hoto-qwlsd013-5in1-1-1769682852.jpg,2026-07-18 02:32:25,5
374854,5903396431128,"Husa MagSafe pentru Samsung Galaxy S26 S942, OEM, Kevlar, Neagra",OEM,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-magsafe-pentru-samsung-galaxy-s26-s942-oem-kevlar-neagra,https://img.gsmnet.ro/600x600/products/236888/husa-magsafe-pentru-samsung-1-1769694648.jpeg,2026-07-17 02:41:26,9
375352,751492642444,"Solid State Drive (SSD) PNY CS1030, 250GB, NVMe M.2 2280, PCIe M280CS1030-250-RB ",PNY,289.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-solutii-stocare/solid-state-drive-ssd-pny-cs1030-250gb-nvme-m-2-2280-pcie-m280cs1030-250-rb,https://img.gsmnet.ro/600x600/products/237386/solid-state-drive-ssd-1-1770730980.jpeg,2026-07-17 02:41:26,9
375576,5906302335343,"Husa MagSafe pentru Apple iPhone 17 Pro Max, Tech-Protect, Lamano Leopard, Neagra ",Tech-Protect,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-magsafe-pentru-apple-iphone-17-pro-max-tech-protect-lamano-leopard-neagra,https://img.gsmnet.ro/600x600/products/237610/husa-magsafe-pentru-apple-1-1770723030.jpg,2026-07-17 02:41:26,9
375593,5906302352548,"Sticker Metalic Tech-Protect MMP-210, Set 2 bucati, Negru Portocaliu",Tech-Protect,11.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-suporturi-telefoane/sticker-metalic-tech-protect-mmp-210-set-2-bucati-negru-portocaliu,https://img.gsmnet.ro/600x600/products/237627/inel-magsafe-tech-protect-mmp-210-1-1770715618.jpeg,2026-07-18 02:32:25,5
375602,5906302353200,"Folie de protectie Ecran Tech-Protect pentru Samsung Galaxy S26 Ultra S948, Sticla Securizata, Full Glue, Set 10 bucati",Tech-Protect,49.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-tech-protect-pentru-samsung-galaxy-s26-ultra-s948-sticla-securizata-full-glue-set-10-bucati,https://img.gsmnet.ro/600x600/products/237636/folie-de-protectie-ecran-1-1770711303.jpg,2026-07-18 02:32:25,5
375607,8800293859789,"Folie de protectie Ecran Ringke Easy Slide AR pentru Apple iPhone 17 Pro, Sticla Securizata, Full Glue, 2.5D, Neagra ",Ringke,49.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-ringke-easy-slide-ar-pentru-apple-iphone-17-pro-sticla-securizata-full-glue-2-5d-neagra,https://img.gsmnet.ro/600x600/products/237641/folie-de-protectie-ecran-1-1770710956.jpg,2026-07-18 02:32:25,5
375923,740617296099,"Memorie RAM Kingston ValueRAM, DDR4 SODIMM, 8GB, 3200Mhz KVR32S22S8/8 ",Kingston,399.99,0,https://www.gsmnet.ro/accesorii-pc-laptop-memorii-ram/memorie-ram-kingston-valueram-ddr4-sodimm-8gb-3200mhz-kvr32s22s8-8,https://img.gsmnet.ro/600x600/products/237957/memorie-ram-kingston-valueram-1-1770894694.jpg,2026-07-17 02:41:26,9
376125,6970211474478,"Surubelnita JIMI Home FM-3, 100in1 ",JIMI Home,189.99,0,https://www.gsmnet.ro/aparatura-instrumente-service-surubelnite/surubelnita-jimi-home-fm-3-100in1,https://img.gsmnet.ro/600x600/products/238159/surubelnita-jimi-home-fm-3-1-1770978216.jpeg,2026-07-18 02:32:25,5
376258,5907674547723,"Husa pentru Oppo A6x, OEM, Smart Magnet, Neagra ",OEM,16.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-oppo-a6x-oem-smart-magnet-neagra,https://img.gsmnet.ro/600x600/products/238292/husa-pentru-oppo-a6x-1-1771246575.jpg,2026-07-17 02:41:26,9
376270,4019588765757,"Handsfree Bluetooth Reinston ESB006X, MultiPoint, A2DP, Negru ",Reinston,64.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-casti-audio/handsfree-bluetooth-reinston-esb006x-multipoint-a2dp-negru,https://img.gsmnet.ro/600x600/products/238304/handsfree-bluetooth-reinston-esb006x-1-1771422870.jpg,2026-07-17 02:41:26,9
377277,725071,"Husa pentru Apple iPhone 14 Pro, Perfect Case, Italian Brainrot Capuccino Assassino, Multicolor ",Perfect Case,19.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-14-pro-perfect-case-italian-brainrot-capuccino-assassino-multicolor,https://img.gsmnet.ro/600x600/products/239310/husa-pentru-apple-iphone-1-1773236507.jpg,2026-07-18 02:32:25,5
377278,725088,"Husa pentru Apple iPhone 14 Pro, Perfect Case, Italian Brainrot Tralalero TraLaLa, Multicolor ",Perfect Case,19.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-14-pro-perfect-case-italian-brainrot-tralalero-tralala-multicolor,https://img.gsmnet.ro/600x600/products/239311/husa-pentru-apple-iphone-1-1773236477.jpg,2026-07-18 02:32:25,5
377311,6977038680549,"Prelungitor Gosund P1 Plus, Wi-Fi, 3 x Schuko",Gosund,99.99,0,https://www.gsmnet.ro/gadgeturi-smart-home/prelungitor-gosund-p1-plus-wi-fi-3-x-schuko,https://img.gsmnet.ro/600x600/products/239344/prelungitor-gosund-p1-plus-1-1773822090.jpg,2026-07-18 02:32:25,5
377732,3801046046970,"Husa MagSafe pentru Apple iPhone 14 Pro, BOTER, MagPopsocket Photo Girl, Multicolor ",BOTER,21.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-magsafe-pentru-apple-iphone-14-pro-boter-magpopsocket-photo-girl-multicolor,https://img.gsmnet.ro/600x600/products/239765/husa-magsafe-pentru-apple-1-1774348022.jpg,2026-07-18 02:32:25,5
378903,4713218462824,"Memorie Externa USB-A 3.2 Adata UV320, 64Gb AUV320-64G-RBKBL",Adata,40.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-carduri-memorii-usb/memorie-externa-usb-a-3-2-adata-uv320-64gb-auv320-64g-rbkbl,https://img.gsmnet.ro/600x600/products/240801/memorie-externa-usb-a-3-2-1-1777034757.png,2026-07-17 02:41:26,9
379982,5907489608206,"Boxa Bluetooth BlitzWolf BW-WA4, 30W, TWS, Waterproof, Neagra ",BlitzWolf,240.99,0,https://www.gsmnet.ro/gadgeturi-boxe-bluetooth/boxa-bluetooth-blitzwolf-bw-wa4-30w-tws-waterproof-neagra,https://img.gsmnet.ro/600x600/products/241880/boxa-bluetooth-blitzwolf-bw-wa4-1-1778662696.jpg,2026-07-18 02:32:25,5
380667,5907674554448,"Husa pentru Apple iPhone 16 Pro Max, OEM, Strawberry, Roz ",OEM,10.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-16-pro-max-oem-strawberry-roz,https://img.gsmnet.ro/600x600/products/242565/husa-pentru-apple-iphone-1-1779801085.png,2026-07-17 02:41:26,9
