COD_UNIC,EAN,Name,Brand,Price,Stock,ProductURL,ImageURL,LastSeen,MissingCount
207316,5901737377050,"Folie de protectie Ecran OEM pentru Apple iPhone SE (2022) / SE (2020) / 8, Sticla Securizata, Full Glue",OEM,6.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-pentru-apple-iphone-se-2022-se-2020-8-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/130265/folie-protectie-ecran-antisoc-01478602376.jpg,2026-08-03 14:39:56,0
218147,0660982712058,Adeziv Capac Baterie Samsung Galaxy S7 edge G935,Aftermarket,1.99,5,https://www.gsmnet.ro/piese-componente-suruburi-adezivi/adeziv-capac-baterie-samsung-galaxy-s7-edge-g935,https://img.gsmnet.ro/600x600/products/131294/dublu-adeziv-capac-baterie-01482154120.jpg,2026-08-03 14:39:56,0
224804,5900495035431,"Racleta OEM, Portocalie",OEM,19.99,5,https://www.gsmnet.ro/aparatura-instrumente-service-instrumente-service/racleta-oem-portocalie,https://img.gsmnet.ro/600x600/products/131850/instrument-de-indepartare-adeziv-01485263535.jpg,2026-08-03 14:39:56,0
225006,8595642219535,Acumulator Apple iPhone 6s Plus,Aftermarket,38.99,5,https://www.gsmnet.ro/piese-componente-acumulatori/acumulator-apple-iphone-6s-plus,https://img.gsmnet.ro/600x600/products/132038/acumulator-apple-iphone-6s-01487777443.jpg,2026-08-03 14:39:56,0
2251,5900217217893,"Adaptor Retea OEM UK - Europa, Negru",OEM,1.49,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-incarcatoare/adaptor-retea-oem-uk-europa-negru,https://img.gsmnet.ro/600x600/products/91268/adaptor-retea-oem-uk-1-1781001424.jpg,2026-08-03 14:39:56,0
244169,8595642294334,Acumulator Apple iPhone 7,Aftermarket,34.99,5,https://www.gsmnet.ro/piese-componente-acumulatori/acumulator-apple-iphone-7,https://img.gsmnet.ro/600x600/products/132658/acumulator-apple-iphone-7-1-1727179343.jpg,2026-08-03 14:39:56,0
244170,8595642295102,Acumulator Apple iPhone 7 Plus,Aftermarket,44.99,5,https://www.gsmnet.ro/piese-componente-acumulatori/acumulator-apple-iphone-7-plus,https://img.gsmnet.ro/600x600/products/132659/acumulator-apple-iphone-7-1-1727178931.jpg,2026-08-03 14:39:56,0
246113,0660982714885,Microfon Samsung Galaxy J5 (2016) J510,Aftermarket,4.99,0,https://www.gsmnet.ro/piese-componente-piese/microfon-samsung-galaxy-j5-2016-j510,https://img.gsmnet.ro/600x600/products/132777/microfon-samsung-galaxy-j5-1-1594132984.jpg,2026-08-03 14:39:56,0
248411,3701569306332,"Ventuza Jakemy JM-SK05, Portocalie",Jakemy,23.99,5,https://www.gsmnet.ro/aparatura-instrumente-service-instrumente-service/ventuza-jakemy-jm-sk05-portocalie,https://img.gsmnet.ro/600x600/products/132967/ventuza-service-jakemy-jm-sk05-01492157995.jpg,2026-08-03 14:39:56,0
251836,5900217201915,"Husa pentru Samsung Galaxy A5 (2017) A520, OEM, Smart Magnet, Neagra",OEM,11.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-a5-2017-a520-oem-smart-magnet-neagra,https://img.gsmnet.ro/600x600/products/133157/husa-pentru-samsung-galaxy-1-1715085150.jpg,2026-08-03 14:39:56,0
261148,619659136697,"Memorie Externa USB-A 3.0 SanDisk Ultra Flair, 32Gb SDCZ73-032G-G46",SanDisk,59.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-carduri-memorii-usb/memorie-externa-usb-a-3-0-sandisk-ultra-flair-32gb-sdcz73-032g-g46,https://img.gsmnet.ro/600x600/products/134399/memorie-externa-usb-a-3-0-5-1779695054.png,2026-08-03 14:39:56,0
261151,619659075576,"Memorie Externa USB-A SanDisk Cruzer Glide, 32Gb SDCZ60-032G-B35",SanDisk,68.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-carduri-memorii-usb/memorie-externa-usb-a-sandisk-cruzer-glide-32gb-sdcz60-032g-b35,https://img.gsmnet.ro/600x600/products/134402/memorie-externa-sandisk-glide-32gb-blister-1765802993460.jpg,2026-08-03 14:39:56,0
261190,5902768015386,"Card Memorie microSDHC Imro, 8Gb, Clasa 10",Imro,25.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-carduri-memorii-usb/card-memorie-microsdhc-imro-8gb-clasa-10,https://img.gsmnet.ro/600x600/products/134441/card-memorie-imro-microsdhc-01498462306.jpg,2026-08-03 14:39:56,0
262195,6953156253025,"Suport Auto Baseus Small Ears, Universal, Negru SUER-A01",Baseus,29.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-suporturi-telefoane/suport-auto-baseus-small-ears-universal-negru-suer-a01,https://img.gsmnet.ro/600x600/products/135225/suport-auto-universal-baseus-13-1721821790.jpg,2026-08-03 14:39:56,0
263955,6953156261358,"Suport Auto Tetiera Baseus BackSeat pentru Telefon / Tableta, 4.7inch - 12.9inch, Negru SUHZ-01",Baseus,40.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-suporturi-telefoane/suport-auto-tetiera-baseus-backseat-pentru-telefon-tableta-4-7inch-12-9inch-negru-suhz-01,https://img.gsmnet.ro/600x600/products/135560/suport-tetiera-universal-tableta-11504601260.jpg,2026-08-03 14:39:56,0
264173,619659000431,"Memorie Externa USB-A SanDisk Cruzer Blade, 16Gb SDCZ50-016G-B35",SanDisk,32.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-carduri-memorii-usb/memorie-externa-usb-a-sandisk-cruzer-blade-16gb-sdcz50-016g-b35,https://img.gsmnet.ro/600x600/products/135776/memorie-externa-sandisk-cruzer-21505738909.jpg,2026-08-03 14:39:56,0
264217,619659061647,"Card Memorie microSDHC SanDisk Ultra, 32Gb, Clasa 4",SanDisk,74.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-carduri-memorii-usb/card-memorie-microsdhc-sandisk-ultra-32gb-clasa-4,https://img.gsmnet.ro/600x600/products/135820/card-memorie-sandisk-ultra-01506332619.jpg,2026-08-03 14:39:56,0
264324,8595642266096,"Display cu Touchscreen Samsung Galaxy J5 (2017) J530, Bleu Service Pack GH97-20738B",Samsung,132.99,5,https://www.gsmnet.ro/piese-componente-display-cu-touchscreen/display-cu-touchscreen-samsung-galaxy-j5-2017-j530-bleu-service-pack-gh97-20738b,https://img.gsmnet.ro/600x600/products/135927/display-touchscreen-samsung-1-1619445638.jpg,2026-08-03 14:39:56,0
264415,5900217201991,"Husa pentru Samsung Galaxy J5 (2017) J530, OEM, Smart Magnet, Neagra",OEM,17.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-j5-2017-j530-oem-smart-magnet-neagra,https://img.gsmnet.ro/600x600/products/135983/husa-pentru-samsung-galaxy-1-1715085166.jpg,2026-08-03 14:39:56,0
265123,5901737401335,"Husa pentru Samsung Galaxy J7 (2017) J730, OEM, Smart Magnet, Neagra",OEM,11.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-j7-2017-j730-oem-smart-magnet-neagra,https://img.gsmnet.ro/600x600/products/136146/husa-pentru-samsung-galaxy-1-1715085172.jpg,2026-08-03 14:39:56,0
266633,8596311025570,Acumulator Apple iPhone 8,Aftermarket,40.99,5,https://www.gsmnet.ro/piese-componente-acumulatori/acumulator-apple-iphone-8,https://img.gsmnet.ro/600x600/products/136655/acumulator-apple-iphone-8-1-1536748441.jpg,2026-08-03 14:39:56,0
266634,8596311025587,Acumulator Apple iPhone 8 Plus,Aftermarket,44.99,0,https://www.gsmnet.ro/piese-componente-acumulatori/acumulator-apple-iphone-8-plus,https://img.gsmnet.ro/600x600/products/136656/acumulator-apple-iphone-8-1-1536749143.jpg,2026-08-03 14:39:56,0
266769,6934177724404,"Surubelnita Xiaomi Mijia, 24in1 BHR4680GL ",Xiaomi,84.99,5,https://www.gsmnet.ro/aparatura-instrumente-service-surubelnite/surubelnita-xiaomi-mijia-24in1-bhr4680gl,https://img.gsmnet.ro/600x600/products/136791/surubelnita-xiaomi-mijia-set-5-1662126634.jpg,2026-08-03 14:39:56,0
267459,5907769366109,"Cheita SIM OEM, Argintie",OEM,0.99,5,https://www.gsmnet.ro/aparatura-instrumente-service-instrumente-service/cheita-sim-oem-argintie,https://img.gsmnet.ro/600x600/products/137313/cheita-sim-oem-argintie-1-1717597128.jpg,2026-08-03 14:39:56,0
267484,6971695581010,"Adeziv Lichid Zhanlida B-7000, 50ml, Transparent",Zhanlida ,14.99,0,https://www.gsmnet.ro/aparatura-instrumente-service-piese-schimb-consumabile/adeziv-lichid-zhanlida-b-7000-50ml-transparent,https://img.gsmnet.ro/600x600/products/137338/adeziv-lichid-transparent-zhanlida-1-1612875910.jpg,2026-08-03 14:39:56,0
267490,7426825371164,"Folie de protectie Ecran WZK pentru Apple iPhone SE (2022) / SE (2020) / 8, Sticla Securizata, Full Glue, 5D, Neagra",WZK,10.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-wzk-pentru-apple-iphone-se-2022-se-2020-8-sticla-securizata-full-glue-5d-neagra,https://img.gsmnet.ro/600x600/products/137344/folie-protectie-ecran-antisoc-01512568589.jpg,2026-08-03 14:39:56,0
267663,5900495035530,"Spatula OEM P8824, 3in1",OEM,19.99,5,https://www.gsmnet.ro/aparatura-instrumente-service-instrumente-service/spatula-oem-p8824-3in1,https://img.gsmnet.ro/600x600/products/137516/set-clips-metalic-pentru-01513606838.jpg,2026-08-03 14:39:56,0
267904,5900495577962,"Husa pentru Samsung Galaxy J3 (2017) J330, OEM, Smart Magnet, Neagra",OEM,14.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-j3-2017-j330-oem-smart-magnet-neagra,https://img.gsmnet.ro/600x600/products/137736/husa-pentru-samsung-galaxy-1-1716376992.jpg,2026-08-03 14:39:56,0
267905,5901737401298,"Husa pentru Samsung Galaxy J3 (2017) J330, OEM, Smart Magnet, Bleumarin",OEM,14.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-j3-2017-j330-oem-smart-magnet-bleumarin,https://img.gsmnet.ro/600x600/products/137737/husa-piele-samsung-galaxy-1-1620999522.jpg,2026-08-03 14:39:56,0
268501,8806088938141,"Cablu Date si Incarcare USB-A - USB-C Samsung, 25W, 1.5m, Negru EP-DG930IBEGWW",Samsung,23.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-usb-c-samsung-25w-1-5m-negru-ep-dg930ibegww,https://img.gsmnet.ro/600x600/products/138082/cablu-date-incarcare-2-1612785390.jpg,2026-08-03 14:39:56,0
269044,5901737338563,"Husa pentru Samsung Galaxy J3 (2016) J320, OEM, Smart Magnet, Neagra",OEM,16.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-samsung-galaxy-j3-2016-j320-oem-smart-magnet-neagra,https://img.gsmnet.ro/600x600/products/138516/husa-pentru-samsung-galaxy-1-1715085178.jpg,2026-08-03 14:39:56,0
269118,6953156253063,"Suport Auto Magnetic Baseus Small Ears Bracket, Universal, Negru SUER-B01",Baseus,26.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-suporturi-telefoane/suport-auto-magnetic-baseus-small-ears-bracket-universal-negru-suer-b01,https://img.gsmnet.ro/600x600/products/138590/suport-auto-magnetic-baseus-11518181715.jpg,2026-08-03 14:39:56,0
269124,5907156001316,"Spray Curatare Elektronic Spray PR, 150ml ART.131",Elektronic Spray,24.99,0,https://www.gsmnet.ro/aparatura-instrumente-service-piese-schimb-consumabile/spray-curatare-elektronic-spray-pr-150ml-art-131,https://img.gsmnet.ro/600x600/products/138596/spray-curatare-adr-150ml-01518181966.jpg,2026-08-03 14:39:56,0
269269,6957531032007,"Cablu Date si Incarcare USB-A - Lightning HOCO Rapid X1, 18W, 1m, Alb",HOCO,7.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-lightning-hoco-rapid-x1-18w-1m-alb,https://img.gsmnet.ro/600x600/products/138697/cablu-date-lightning-hoco-11518188773.jpg,2026-08-03 14:39:56,0
269270,6957531032014,"Cablu Date si Incarcare USB-A - Lightning HOCO Rapid X1, 18W, 2m, Alb",HOCO,9.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-lightning-hoco-rapid-x1-18w-2m-alb,https://img.gsmnet.ro/600x600/products/138698/cablu-date-lightning-hoco-11518188768.jpg,2026-08-03 14:39:56,0
269273,6957531062820,"Cablu Date si Incarcare USB-A - Lightning HOCO X14 Times, 18W, 1m, Negru",HOCO,9.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-lightning-hoco-x14-times-18w-1m-negru,https://img.gsmnet.ro/600x600/products/138701/cablu-date-lightning-hoco-01518188864.jpg,2026-07-25 02:41:21,38
269276,975531062929,"Cablu Date si Incarcare USB-A - USB-C HOCO X14 Times, 18W, 2m, Negru",HOCO,11.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-usb-c-hoco-x14-times-18w-2m-negru,https://img.gsmnet.ro/600x600/products/138704/cablu-date-usb--1-1554713997.jpg,2026-08-03 14:39:56,0
269280,6957531018223,"Suport Auto HOCO CPH01, Universal, Gri",HOCO,12.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-suporturi-telefoane/suport-auto-hoco-cph01-universal-gri,https://img.gsmnet.ro/600x600/products/138708/suport-auto-universal-hoco-11518449525.jpg,2026-08-03 14:39:56,0
269385,5901854606644,"Folie de protectie Ecran OEM pentru Samsung Galaxy A8 (2018) A530, Sticla Securizata, Full Glue",OEM,7.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-pentru-samsung-galaxy-a8-2018-a530-sticla-securizata-full-glue,https://img.gsmnet.ro/600x600/products/138786/folie-de-protectie-ecran-1-1689163582.jpg,2026-08-03 14:39:56,0
269721,6901443176656,"Cablu Date si Incarcare USB-A - USB-C Huawei AP71, 40W, 1m, Alb 4071497",Huawei,21.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-usb-c-huawei-ap71-40w-1m-alb-4071497,https://img.gsmnet.ro/600x600/products/139049/cablu-de-date-usb-11519755718.jpg,2026-08-03 14:39:56,0
269979,6971806516399,"Adeziv Lichid Sunshine B-7000, 15ml, Transparent",Sunshine,20.99,0,https://www.gsmnet.ro/aparatura-instrumente-service-piese-schimb-consumabile/adeziv-lichid-sunshine-b-7000-15ml-transparent,https://img.gsmnet.ro/600x600/products/139295/adeziv-lichid-zhanlida-b-7000-7-1702387709.jpg,2026-08-03 14:39:56,0
269998,8596311043963,"Handsfree USB-C Huawei CM33, Alb",Huawei,23.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-casti-audio/handsfree-usb-c-huawei-cm33-alb,https://img.gsmnet.ro/600x600/products/139314/handsfree-usb-c-huawei-cm33-2-1745391726.jpg,2026-08-03 14:39:56,0
270260,6901443200429,"Handsfree USB-C Huawei CM33, Alb 55030088",Huawei,47.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-casti-audio/handsfree-usb-c-huawei-cm33-alb-55030088,https://img.gsmnet.ro/600x600/products/139575/handsfree-huawei-cm33-alb-01523955965.jpg,2026-08-03 14:39:56,0
270277,6957531068815,"Cablu Date si Incarcare USB-A - Lightning HOCO Flash X20, 18W, 1m, Alb",HOCO,8.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-lightning-hoco-flash-x20-18w-1m-alb,https://img.gsmnet.ro/600x600/products/139592/cablu-date-usb--01521799158.jpg,2026-08-03 14:39:56,0
270280,6957531068914,"Cablu Date si Incarcare USB-A - USB-C HOCO Flash X20, 18W, 2m, Alb",HOCO,10.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-usb-c-hoco-flash-x20-18w-2m-alb,https://img.gsmnet.ro/600x600/products/139595/cablu-date-usb--01524559273.jpg,2026-08-03 14:39:56,0
270775,8596311015205,"Display cu Touchscreen Samsung Galaxy A8 (2018) A530, Service Pack GH97-21406A",Samsung,149.99,5,https://www.gsmnet.ro/piese-componente-display-cu-touchscreen/display-cu-touchscreen-samsung-galaxy-a8-2018-a530-service-pack-gh97-21406a,https://img.gsmnet.ro/600x600/products/140077/display-cu-touchscreen-samsung-2-1617192195.jpg,2026-08-03 14:39:56,0
270985,0660982713888,"Geam Camera Spate Apple iPhone X, cu Rama, Negru",Aftermarket,2.99,5,https://www.gsmnet.ro/piese-componente-componente-carcasa/geam-camera-spate-apple-iphone-x-cu-rama-negru,https://img.gsmnet.ro/600x600/products/140196/geam-camera-spate-cu-01525260552.jpg,2026-08-03 14:39:56,0
271088,5901737861818,"Folie de protectie Ecran OEM pentru Apple iPhone SE (2022) / SE (2020) / 8, Sticla Securizata, Full Glue, 5D, Alba",OEM,8.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-pentru-apple-iphone-se-2022-se-2020-8-sticla-securizata-full-glue-5d-alba,https://img.gsmnet.ro/600x600/products/140299/folie-protectie-ecran-antisoc-01525336436.jpg,2026-08-03 14:39:56,0
271089,5901737861900,"Folie de protectie Ecran OEM pentru Apple iPhone SE (2022) / SE (2020) / 8, Sticla Securizata, Full Glue, 5D, Neagra",OEM,9.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-folii-protectie/folie-de-protectie-ecran-oem-pentru-apple-iphone-se-2022-se-2020-8-sticla-securizata-full-glue-5d-neagra,https://img.gsmnet.ro/600x600/products/140300/folie-de-protectie-ecran-1-1709886009.jpg,2026-08-03 14:39:56,0
271229,8809466646270,"Husa pentru Apple iPhone SE (2022) / SE (2020) / 8 / 7, Spigen, Liquid Air, Neagra 042CS20511",Spigen,53.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-huse/husa-pentru-apple-iphone-se-2022-se-2020-8-7-spigen-liquid-air-neagra-042cs20511,https://img.gsmnet.ro/600x600/products/140440/husa-pentru-apple-iphone-7-1734438631.jpg,2026-08-03 14:39:56,0
271400,6957531068969,"Cablu Date si Incarcare USB-A - USB-C HOCO Flash X20, 18W, 3m, Negru",HOCO,10.99,5,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-usb-c-hoco-flash-x20-18w-3m-negru,https://img.gsmnet.ro/600x600/products/140605/cablu-date-usb-type-c-11526282981.jpg,2026-08-03 14:39:56,0
271401,6957531068976,"Cablu Date si Incarcare USB-A - USB-C HOCO Flash X20, 18W, 3m, Alb",HOCO,10.99,0,https://www.gsmnet.ro/accesorii-telefoane-tablete-cabluri-adaptori/cablu-date-incarcare-usb-a-usb-c-hoco-flash-x20-18w-3m-alb,https://img.gsmnet.ro/600x600/products/140606/cablu-date-incarcare-1-1563886146.jpg,2026-08-03 14:39:56,0
